name,type,longitude,latitude,source_file,location_addresstype,location_boundingbox,location_class,location_display_name,location_importance,location_lat,location_licence,location_lon,location_name,location_osm_id,location_osm_type,location_place_id,location_place_rank,location_type,address_ISO3166-2-lvl4,address_aeroway,address_amenity,address_city_district,address_country,address_country_code,address_county,address_emergency,address_hamlet,address_historic,address_isolated_dwelling,address_locality,address_municipality,address_neighbourhood,address_postcode,address_residential,address_road,address_state,address_tourism,address_town,address_village
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)   ",MultiLineString,86.1933,27.7582,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.7520487', '27.7722034', '86.1836606', '86.2026050']",highway,"Charikot-Lamabagar Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.7588254,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1928069,Charikot-Lamabagar Road,316832647,way,223888943,26,secondary,NP-P3,,,Bigu-04,नेपाल,np,दोलखा,,,,,,Bigu,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)   ",MultiLineString,86.2001,27.762,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.7520487', '27.7722034', '86.1836606', '86.2026050']",highway,"Charikot-Lamabagar Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.7624234,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1980072,Charikot-Lamabagar Road,316832647,way,223888943,26,secondary,NP-P3,,,Bigu-04,नेपाल,np,दोलखा,,,,,,Bigu,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)   ",MultiLineString,86.2014,27.7677,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.7520487', '27.7722034', '86.1836606', '86.2026050']",highway,"Charikot-Lamabagar Road, Bigu-03, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.768705467260936,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.20058886935212,Charikot-Lamabagar Road,316832647,way,223888943,26,secondary,NP-P3,,,Bigu-03,नेपाल,np,दोलखा,,,,,,Bigu,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,
"Feature-Gaurishankar Conservation Area (Line 1, Point 9)   ",MultiLineString,86.2041,27.7718,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.7722748', '27.8045467', '86.2031195', '86.2225688']",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.772466737551078,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2033664523466,Charikot-Lamabagar Road,316832655,way,225361906,26,secondary,NP-P3,,,Gaurishankar-08,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,
"Feature-Gaurishankar Conservation Area (Line 1, Point 10)  ",MultiLineString,86.2063,27.7796,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.7722748', '27.8045467', '86.2031195', '86.2225688']",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.7796809524349,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.20617598307251,Charikot-Lamabagar Road,316832655,way,225361906,26,secondary,NP-P3,,,Gaurishankar-08,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,
"Feature-Gaurishankar Conservation Area (Line 1, Point 11)  ",MultiLineString,86.211,27.7831,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.7722748', '27.8045467', '86.2031195', '86.2225688']",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.78323871192422,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.21091880603856,Charikot-Lamabagar Road,316832655,way,225361906,26,secondary,NP-P3,,,Gaurishankar-08,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,
"Feature-Gaurishankar Conservation Area (Line 1, Point 12)  ",MultiLineString,86.2138,27.7878,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.7722748', '27.8045467', '86.2031195', '86.2225688']",highway,"Charikot-Lamabagar Road, Bigu-02, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.78783858767238,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.21361248538122,Charikot-Lamabagar Road,316832655,way,225361906,26,secondary,NP-P3,,,Bigu-02,नेपाल,np,दोलखा,,,,,,Bigu,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,
"Feature-Gaurishankar Conservation Area (Line 1, Point 13)  ",MultiLineString,86.2178,27.7976,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.7722748', '27.8045467', '86.2031195', '86.2225688']",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.797605741014983,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.21779178058293,Charikot-Lamabagar Road,316832655,way,225361906,26,secondary,NP-P3,,,Gaurishankar-08,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,
"Feature-Gaurishankar Conservation Area (Line 1, Point 14)  ",MultiLineString,86.2217,27.8032,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.7722748', '27.8045467', '86.2031195', '86.2225688']",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.803472397253834,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.22135407161704,Charikot-Lamabagar Road,316832655,way,225361906,26,secondary,NP-P3,,,Gaurishankar-08,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,
"Feature-Gaurishankar Conservation Area (Line 1, Point 15)  ",MultiLineString,86.2261,27.8075,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8047155', '27.8197349', '86.2226903', '86.2275757']",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.053383334859235486,27.8080588,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2251109,Charikot-Lamabagar Road,343053521,way,223192765,26,secondary,NP-P3,,,Gaurishankar-08,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,
"Feature-Gaurishankar Conservation Area (Line 1, Point 16)  ",MultiLineString,86.2256,27.8117,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8047155', '27.8197349', '86.2226903', '86.2275757']",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.053383334859235486,27.811960397887702,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.22520654039484,Charikot-Lamabagar Road,343053521,way,223192765,26,secondary,NP-P3,,,Gaurishankar-08,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,
"Feature-Gaurishankar Conservation Area (Line 1, Point 17)  ",MultiLineString,86.2286,27.8153,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8047155', '27.8197349', '86.2226903', '86.2275757']",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.053383334859235486,27.8152409,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2273936,Charikot-Lamabagar Road,343053521,way,223192765,26,secondary,NP-P3,,,Gaurishankar-08,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,
"Feature-Gaurishankar Conservation Area (Line 1, Point 18)  ",MultiLineString,86.2291,27.8231,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8206888', '27.8348647', '86.2197258', '86.2278873']",highway,"Charikot-Lamabagar Road, Jagat, Bigu-01, Gonggar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.053383334859235486,27.823312862783723,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.22780807529884,Charikot-Lamabagar Road,316832687,way,226496819,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Jagat,,,,Bigu,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,Gonggar
"Feature-Gaurishankar Conservation Area (Line 1, Point 19)  ",MultiLineString,86.226,27.8294,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8206888', '27.8348647', '86.2197258', '86.2278873']",highway,"Charikot-Lamabagar Road, Jagat, Bigu-01, Gonggar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.053383334859235486,27.828801833273207,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2249695515813,Charikot-Lamabagar Road,316832687,way,226496819,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Jagat,,,,Bigu,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,Gonggar
"Feature-Gaurishankar Conservation Area (Line 1, Point 20)  ",MultiLineString,86.2211,27.8336,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8206888', '27.8348647', '86.2197258', '86.2278873']",highway,"Charikot-Lamabagar Road, Jagat, Bigu-01, Gonggar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.053383334859235486,27.8333721,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2207031,Charikot-Lamabagar Road,316832687,way,226496819,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Jagat,,,,Bigu,,,,Charikot-Lamabagar Road,बागमती प्रदेश,,,Gonggar
"Feature-Gaurishankar Conservation Area (Line 1, Point 21)  ",MultiLineString,86.2175,27.843,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8401923', '27.8448632', '86.2170848', '86.2183937']",highway,"NH28, Bigu-01, Gonggar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.84280891229267,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.21750674153712,NH28,316832696,way,224141877,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Gonggar
"Feature-Gaurishankar Conservation Area (Line 1, Point 22)  ",MultiLineString,86.2176,27.849,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8454508', '27.8708385', '86.2177714', '86.2212395']",highway,"NH28, Chetchet, Bigu-01, Gonggar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.84874289945316,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.21845695182263,NH28,1180479729,way,224390514,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Gonggar
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)   ",MultiLineString,86.2203,27.8739,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249']",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.8734268,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.218186,NH28,202709300,way,224053333,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)   ",MultiLineString,86.2205,27.8791,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249']",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.880651585265603,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.218985337261,NH28,202709300,way,224053333,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)   ",MultiLineString,86.2222,27.8825,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249']",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.8834403,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2202026,NH28,202709300,way,224053333,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)   ",MultiLineString,86.2225,27.8847,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249']",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.8837528,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2201296,NH28,202709300,way,224053333,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)   ",MultiLineString,86.2201,27.8882,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249']",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.8879339,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2171293,NH28,202709300,way,224053333,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)   ",MultiLineString,86.2182,27.8927,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249']",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.8901711,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2163576,NH28,202709300,way,224053333,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)   ",MultiLineString,86.2152,27.8952,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249']",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.8937178,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2130882,NH28,202709300,way,224053333,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)   ",MultiLineString,86.2114,27.898,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249']",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.89754752520007,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.21060766092987,NH28,202709300,way,224053333,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 9)   ",MultiLineString,86.209,27.9002,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249']",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.8999063,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.208842,NH28,202709300,way,224053333,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 10)  ",MultiLineString,86.2084,27.902,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.9013941', '27.9054006', '86.2079509', '86.2102183']",highway,"NH28, Tallo Lamabagar, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.9018279,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2085445,NH28,356645595,way,223783875,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Tallo Lamabagar,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 11)  ",MultiLineString,86.2085,27.9039,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.9013941', '27.9054006', '86.2079509', '86.2102183']",highway,"NH28, Tallo Lamabagar, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.905019617672814,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.20882176146989,NH28,356645595,way,223783875,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Tallo Lamabagar,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 12)  ",MultiLineString,86.2081,27.9113,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.9054006', '27.9202277', '86.2071018', '86.2101852']",highway,"NH28, Tallo Lamabagar, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.911404687021722,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.20744514188073,NH28,343949424,way,224016110,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Tallo Lamabagar,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 13)  ",MultiLineString,86.2104,27.9157,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.9054006', '27.9202277', '86.2071018', '86.2101852']",highway,"NH28, Tallo Lamabagar, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.9157508,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2083782,NH28,343949424,way,224016110,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Tallo Lamabagar,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 14)  ",MultiLineString,86.2133,27.9233,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.9202277', '27.9240733', '86.2100315', '86.2123442']",highway,"F106, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.9240733,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2123442,F106,345911003,way,229040433,26,tertiary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,F106,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 15)  ",MultiLineString,86.215,27.9267,dataset/raw/Gaurishankar Conservation Area.json,road,"['27.9202277', '27.9240733', '86.2100315', '86.2123442']",highway,"F106, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.9240733,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2123442,F106,345911003,way,229040433,26,tertiary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,F106,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 16)  ",MultiLineString,86.2149,27.9312,dataset/raw/Gaurishankar Conservation Area.json,locality,"['27.9136448', '27.9336448', '86.2027918', '86.2227918']",place,"Tamakoshi Hydroelectric, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.06670666742961776,27.9236448,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2127918,Tamakoshi Hydroelectric,8566585928,node,225804895,25,locality,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,Tamakoshi Hydroelectric,Bigu,,,,,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 17)  ",MultiLineString,86.2135,27.9334,dataset/raw/Gaurishankar Conservation Area.json,locality,"['27.9136448', '27.9336448', '86.2027918', '86.2227918']",place,"Tamakoshi Hydroelectric, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.06670666742961776,27.9236448,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2127918,Tamakoshi Hydroelectric,8566585928,node,225804895,25,locality,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,Tamakoshi Hydroelectric,Bigu,,,,,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 18)  ",MultiLineString,86.2136,27.9384,dataset/raw/Gaurishankar Conservation Area.json,tourism,"['27.9434259', '27.9435259', '86.2135582', '86.2136582']",tourism,"F106, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",4.0000762951049326e-05,27.9434759,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2136082,,3525480002,node,223855332,30,viewpoint,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,F106,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 19)  ",MultiLineString,86.2123,27.9426,dataset/raw/Gaurishankar Conservation Area.json,tourism,"['27.9434259', '27.9435259', '86.2135582', '86.2136582']",tourism,"F106, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",4.0000762951049326e-05,27.9434759,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2136082,,3525480002,node,223855332,30,viewpoint,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,F106,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 20)  ",MultiLineString,86.2138,27.948,dataset/raw/Gaurishankar Conservation Area.json,tourism,"['27.9434259', '27.9435259', '86.2135582', '86.2136582']",tourism,"F106, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",4.0000762951049326e-05,27.9434759,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2136082,,3525480002,node,223855332,30,viewpoint,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,F106,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 21)  ",MultiLineString,86.2158,27.9514,dataset/raw/Gaurishankar Conservation Area.json,tourism,"['27.9512597', '27.9513597', '86.2177550', '86.2178550']",tourism,"F106, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",4.0000762951049326e-05,27.9513097,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.217805,,3525480003,node,222518106,30,camp_site,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,F106,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 22)  ",MultiLineString,86.2173,27.9546,dataset/raw/Gaurishankar Conservation Area.json,amenity,"['27.9567201', '27.9567512', '86.2179049', '86.2179397']",amenity,"F106, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",4.0000762951049326e-05,27.95673565,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.21792227890334,,345910989,way,222878770,30,shelter,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,F106,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 23)  ",MultiLineString,86.2176,27.9565,dataset/raw/Gaurishankar Conservation Area.json,amenity,"['27.9567201', '27.9567512', '86.2179049', '86.2179397']",amenity,"F106, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",4.0000762951049326e-05,27.95673565,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.21792227890334,,345910989,way,222878770,30,shelter,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,F106,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 24)  ",MultiLineString,86.2171,27.9607,dataset/raw/Gaurishankar Conservation Area.json,amenity,"['27.9567201', '27.9567512', '86.2179049', '86.2179397']",amenity,"F106, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",4.0000762951049326e-05,27.95673565,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.21792227890334,,345910989,way,222878770,30,shelter,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,F106,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 25)  ",MultiLineString,86.2202,27.9639,dataset/raw/Gaurishankar Conservation Area.json,amenity,"['27.9648526', '27.9649082', '86.2213503', '86.2214132']",amenity,"Buddhist stupa, F106, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",4.0000762951049326e-05,27.96488295,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.22138185012685,Buddhist stupa,345925156,way,224915401,30,place_of_worship,NP-P3,,Buddhist stupa,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,F106,बागमती प्रदेश,,,Lamabagar
"Feature-Gaurishankar Conservation Area (Line 1, Point 26)  ",MultiLineString,86.2236,27.9653,dataset/raw/Gaurishankar Conservation Area.json,amenity,"['27.9648526', '27.9649082', '86.2213503', '86.2214132']",amenity,"Buddhist stupa, F106, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",4.0000762951049326e-05,27.96488295,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.22138185012685,Buddhist stupa,345925156,way,224915401,30,place_of_worship,NP-P3,,Buddhist stupa,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,F106,बागमती प्रदेश,,,Lamabagar
